ordinal,case_id,category,conversation_id,turn_index,http_status,question,answer,citations_text,evidence_titles_joined,answer_quality_score_0_10,factual_correctness_0_4,question_focus_0_2,completeness_0_1_5,citation_support_0_1_5,clarity_style_0_1,cap_rule_applied,critical_fail,retrieval_evidence_score_0_10,missing_expected_slots_joined,forbidden_hits_joined,audit_notes
401,G5K_0401,memory_multiturn,G5K_MEM_PARIS_07,2,200,Sau mốc đó chiến tranh đã kết thúc ngay chưa?,"Không. Hiệp định Paris 1973 gắn với việc **Mỹ rút quân** khỏi miền Nam Việt Nam theo tiến trình thực hiện hiệp định, nhưng **chiến tranh chưa kết thúc ngay**; xung đột còn tiếp diễn và kéo dài đến **năm 1975**. [1]","[1]: So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 :: Chuẩn hóa theo canonical fact PARIS_1973_US_WITHDRAWAL: Không. Sau Hiệp định Paris 1973, Mỹ rút quân khỏi miền Nam Việt Nam theo tiến trình thực hiện hiệp định; tuy vậy chiến tranh chưa kết thúc hoàn toàn ngay mà còn kéo dài đến thắng lợi năm 1975.. [TITLE] So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 [SUMMARY] Hiệp định Genève 1954 gắn vớ...","So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 | Việt Nam hóa chiến tranh giai đoạn 1969-1973 | Năm 1972: Tiến công chiến lược và Điện Biên Phủ trên không | Năm 1946: Hiệp định Sơ bộ, Tạm ước và Toàn quốc kháng chiến | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
402,G5K_0402,memory_multiturn,G5K_MEM_PARIS_07,3,200,Tuyến sau đó đi tới mốc nào năm 1975?,"Hiệp định Paris được ký ngày 27/1/1973, gắn với việc Mỹ rút quân và việc tôn trọng các quyền dân tộc cơ bản của Việt Nam. Theo dữ kiện cung cấp, sau mốc này cục diện tiếp tục chuyển biến trong giai đoạn 1973–1974, nhưng không nêu rõ mốc cụ thể nào ở năm 1975. [1]","[1]: Nguồn trực tiếp: cục diện sau Hiệp định Paris :: Chuẩn hóa theo canonical fact PARIS_1973_SIGNING: Hiệp định Paris được ký ngày 27/1/1973 về chấm dứt chiến tranh, lập lại hòa bình ở Việt Nam; mốc này gắn với việc Mỹ rút quân và việc tôn trọng các quyền dân tộc cơ bản của Việt Nam, nhưng chiến tranh chưa kết thúc hoàn toàn ngay.. [TITLE] Nguồn trực tiếp: cục diện sau Hiệp định Paris [SUMMARY] Cục ...",Nguồn trực tiếp: cục diện sau Hiệp định Paris | Đường 9 trong Chiến dịch Đường 9 - Nam Lào năm 1971 | Việt Nam hóa chiến tranh giai đoạn 1969-1973 | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long | Năm 1972: Tiến công chiến lược và Điện Biên Phủ trên không,9.07,3.7,2.0,1.12,1.25,1.0,,False,10.0,chiến tranh chưa kết thúc ngay,,
403,G5K_0403,memory_multiturn,G5K_MEM_VIET_BAC_BIEN_GIOI_08,1,200,Từ Việt Bắc 1947 đến Biên giới 1950 nên nhớ thứ tự nào?,"Nên nhớ theo thứ tự: **Việt Bắc 1947 trước, rồi Biên giới 1950**; mốc **Biên giới 1950** gắn với việc khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang **thế chủ động** hơn. [1] Việt Bắc Thu Đông 1947 bảo vệ căn cứ; Biên giới Thu Đông 1950 khai thông biên giới, mở rộng căn cứ và tạo thế chủ động [1]","[1]: Chiến dịch Biên giới Thu-Đông 1950 :: Chuẩn hóa theo canonical fact VIET_BAC_1947_TO_BIEN_GIOI_1950_TIMELINE: Thứ tự đúng là Việt Bắc Thu Đông 1947 diễn ra trước, giúp bảo vệ căn cứ và đánh bại chiến lược đánh nhanh thắng nhanh; sau đó Chiến dịch Biên giới Thu Đông 1950 khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn.. [TITLE] Chiến dịch Biên giới Thu-Đông...","Chiến dịch Biên giới Thu-Đông 1950 | Năm 1939: Chiến tranh thế giới thứ hai và Hội nghị Trung ương 6 | Năm 1939, Chiến tranh thế giới thứ hai và chuyển hướng chiến lược | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long | Năm 1972: Tiến công chiến lược và Điện Biên Phủ trên không",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
404,G5K_0404,memory_multiturn,G5K_MEM_VIET_BAC_BIEN_GIOI_08,2,200,Mốc sau trong tuyến đó cho thấy chuyển biến gì?,"Mốc Đồng Khởi 1959-1960 cho thấy cách mạng miền Nam đã chuyển từ thế giữ gìn lực lượng sang thế tiến công, đây là một chuyển biến rất quan trọng. [1]","[1]: Nguồn Stage20G2: Đồng Khởi và chuyển biến cách mạng miền Nam :: Đồng Khởi 1959-1960 là chuyển biến quan trọng ở miền Nam, đưa cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.",Nguồn Stage20G2: Đồng Khởi và chuyển biến cách mạng miền Nam | Việt Nam hóa chiến tranh giai đoạn 1969-1973 | Chiến thắng Phước Long cuối 1974 - đầu 1975 | Huế được giải phóng ngày 26/3/1975 | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long,1.95,0.0,0.5,0.0,0.45,1.0,no expected factual slot found; weak displayed citation support,True,0.5,Việt Bắc 1947 | Biên giới 1950 | thế chủ động,,
405,G5K_0405,memory_multiturn,G5K_MEM_VIET_BAC_BIEN_GIOI_08,3,200,Nó thuộc cuộc kháng chiến nào?,"Mốc đó cho thấy cách mạng miền Nam đã chuyển từ thế giữ gìn lực lượng sang thế tiến công, đồng thời cục diện đang chuyển biến có lợi cho cách mạng miền Nam [2][5]. Nếu hỏi “thuộc cuộc kháng chiến nào” thì nó gắn với giai đoạn kháng chiến ở miền Nam, nằm trong diễn biến dẫn tới Tổng tiến công mùa Xuân 1975 [4][5].","[2]: Đồng Khởi là chuyển biến quan trọng ở miền Nam :: Đồng Khởi 1959-1960 là chuyển biến quan trọng, đưa cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công. | [4]: Huế được giải phóng ngày 26/3/1975 :: Ngày 26/3/1975, Huế được giải phóng trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975. | [5]: Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long :: Năm 1974, cục diện sau Hiệp định Paris tiếp tục chuyển biến có lợi cho cách mạng miền Nam.",Đường 9 trong Chiến dịch Đường 9 - Nam Lào năm 1971 | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Chiến thắng Phước Long cuối 1974 - đầu 1975 | Huế được giải phóng ngày 26/3/1975 | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long,1.95,0.0,0.5,0.0,0.45,1.0,no expected factual slot found; weak displayed citation support,True,0.5,Việt Bắc 1947 | Biên giới 1950 | thế chủ động,,
406,G5K_0406,memory_multiturn,G5K_MEM_CMT8_09,1,200,Cách mạng Tháng Tám 1945 tạo ra kết quả chính trị lớn nào?,"Nguyên nhân là năm 1945 xuất hiện thời cơ trực tiếp khi Nhật đảo chính Pháp, cao trào kháng Nhật phát triển và Tổng khởi nghĩa được phát động. Kết quả chính trị lớn của Cách mạng Tháng Tám 1945 là giành chính quyền về tay nhân dân trên cả nước, lật đổ ách thống trị cũ và dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1945. [1][2]","[1]: Ý nghĩa Cách mạng Tháng Tám 1945 :: Chuẩn hóa theo canonical fact CMT8_1945_CAUSE_RESULT_STRUCTURE: Nguyên nhân: năm 1945 xuất hiện thời cơ trực tiếp khi Nhật đảo chính Pháp, cao trào kháng Nhật phát triển và Tổng khởi nghĩa được phát động. Kết quả: Cách mạng Tháng Tám 1945 giành chính quyền về tay nhân dân trên cả nước, dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1... | [2]: Ý nghĩa Cách mạng Tháng Tám 1945 :: Cách mạng Tháng Tám 1945 lật đổ ách thống trị cũ, giành chính quyền về tay nhân dân và mở ra kỷ nguyên độc lập dân tộc.",Ý nghĩa Cách mạng Tháng Tám 1945 | Ý nghĩa Cách mạng Tháng Tám 1945 | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Cao trào kháng Nhật cứu nước năm 1945 | Năm 1930: Đảng Cộng sản Việt Nam ra đời và cao trào 1930-1931,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
407,G5K_0407,memory_multiturn,G5K_MEM_CMT8_09,2,200,Kết quả đó dẫn tới nhà nước nào?,"Kết quả đó dẫn tới việc hoàn tất thống nhất nhà nước vào năm 1976, tức Nhà nước Việt Nam thống nhất. [1]","[1]: Phân biệt 30/4/1975 với mốc Quốc hội hoàn tất thống nhất nhà nước :: Cần phân biệt: ngày 30/4/1975 gắn với giải phóng miền Nam và kết thúc chiến tranh. Việc Quốc hội hoàn tất thống nhất nhà nước gắn với năm 1976, không phải ngày 30/4/1975.","Phân biệt 30/4/1975 với mốc Quốc hội hoàn tất thống nhất nhà nước | Chiến thắng Phước Long cuối 1974 - đầu 1975 | Ý nghĩa Cách mạng Tháng Tám 1945 | Năm 1939, Chiến tranh thế giới thứ hai và chuyển hướng chiến lược | Năm 1972: Tiến công chiến lược và Điện Biên Phủ trên không",4.65,1.5,1.2,0.5,0.45,1.0,weak displayed citation support,True,8.5,giành chính quyền | Việt Nam Dân chủ Cộng hòa,,
408,G5K_0408,memory_multiturn,G5K_MEM_CMT8_09,3,200,Mốc 2/9/1945 liên quan thế nào đến sự kiện này?,"Kết quả đó dẫn tới sự ra đời của **Việt Nam Dân chủ Cộng hòa**. Mốc **2/9/1945** là ngày **Hồ Chí Minh** đọc **Tuyên ngôn Độc lập** tại **Quảng trường Ba Đình**, chính thức tuyên bố thành lập nhà nước này. [1]","[1]: Ý nghĩa Cách mạng Tháng Tám 1945 :: Chuẩn hóa theo canonical fact TUYEN_NGON_DOC_LAP_1945: Ngày 2/9/1945, Hồ Chí Minh đọc Tuyên ngôn Độc lập tại Quảng trường Ba Đình, Hà Nội, khai sinh nước Việt Nam Dân chủ Cộng hòa.. [TITLE] Ý nghĩa Cách mạng Tháng Tám 1945 [SUMMARY] Thắng lợi ở Hà Nội, Huế và Sài Gòn có ý nghĩa quyết định đối với thắng lợi của Cách mạng Tháng Tám trong cả nước. Cuộ...",Ý nghĩa Cách mạng Tháng Tám 1945 | Nguồn trực tiếp: ngày 2/9/1945 là ngày tuyên bố độc lập | Tuyên ngôn Độc lập ngày 2/9/1945 | Nguồn trực tiếp: tình thế ngàn cân treo sợi tóc sau 2/9/1945 | Ý nghĩa Cách mạng Tháng Tám 1945,7.92,2.8,2.0,1.0,1.12,1.0,,False,10.0,giành chính quyền,,
409,G5K_0409,memory_multiturn,G5K_MEM_VIET_MINH_10,1,200,Việt Minh năm 1941 có vai trò gì?,"Năm 1941, Mặt trận Việt Minh (thành lập ngày 19/5/1941) có vai trò tập hợp lực lượng yêu nước, lãnh đạo quần chúng đấu tranh giành chính quyền; tổ chức này gắn với Hội nghị Trung ương 8 và góp phần trực tiếp vào thắng lợi của Cách mạng Tháng Tám. [1][2]","[1]: So sánh Đảng Cộng sản Việt Nam và Việt Minh :: Chuẩn hóa theo canonical fact VIET_MINH_1941_ROLE: Việt Minh ra đời trong tháng 5/1941; nguồn dữ liệu ghi mốc 19/5/1941 là ngày thành lập Mặt trận Việt Minh, gắn với Hội nghị Trung ương 8 do Nguyễn Ái Quốc chủ trì. Tổ chức này tập hợp lực lượng yêu nước, tổ chức và lãnh đạo quần chúng đấu tranh giành chính quyền, góp phần trực tiếp vào thắng lợi củ... | [2]: Hội nghị Trung ương 8 năm 1941 và Việt Minh :: Hội nghị Trung ương 8 năm 1941 hoàn chỉnh chuyển hướng chiến lược, đặt giải phóng dân tộc lên hàng đầu và gắn với việc thành lập Việt Minh.",So sánh Đảng Cộng sản Việt Nam và Việt Minh | Hội nghị Trung ương 8 năm 1941 và Việt Minh | Việt Nam hóa chiến tranh giai đoạn 1969-1973 | Xô viết Nghệ Tĩnh trong cao trào 1930-1931 | Đảng Cộng sản Việt Nam thành lập năm 1930,9.85,4.0,2.0,1.5,1.35,1.0,,False,10.0,,,
410,G5K_0410,memory_multiturn,G5K_MEM_VIET_MINH_10,2,200,Tổ chức đó gắn với hội nghị nào?,"Năm 1941, Mặt trận Việt Minh có vai trò **tập hợp lực lượng yêu nước, lãnh đạo quần chúng đấu tranh giành chính quyền**, góp phần trực tiếp vào thắng lợi của **Cách mạng Tháng Tám**. Tổ chức này được thành lập ngày **19/5/1941** và gắn với **Hội nghị Trung ương 8**. [1][2]","[1]: So sánh Đảng Cộng sản Việt Nam và Việt Minh :: Chuẩn hóa theo canonical fact VIET_MINH_1941_ROLE: Việt Minh ra đời trong tháng 5/1941; nguồn dữ liệu ghi mốc 19/5/1941 là ngày thành lập Mặt trận Việt Minh, gắn với Hội nghị Trung ương 8 do Nguyễn Ái Quốc chủ trì. Tổ chức này tập hợp lực lượng yêu nước, tổ chức và lãnh đạo quần chúng đấu tranh giành chính quyền, góp phần trực tiếp vào thắng lợi củ... | [2]: Hội nghị Trung ương 8 năm 1941 và Việt Minh :: Hội nghị Trung ương 8 năm 1941 hoàn chỉnh chuyển hướng chiến lược, đặt giải phóng dân tộc lên hàng đầu và gắn với việc thành lập Việt Minh.",So sánh Đảng Cộng sản Việt Nam và Việt Minh | Hội nghị Trung ương 8 năm 1941 và Việt Minh | Đường 9 trong Chiến dịch Đường 9 - Nam Lào năm 1971 | Việt Nam hóa chiến tranh giai đoạn 1969-1973 | Đại hội II năm 1951 và Đảng Lao động Việt Nam,9.85,4.0,2.0,1.5,1.35,1.0,,False,10.0,,,
411,G5K_0411,memory_multiturn,G5K_MEM_VIET_MINH_10,3,200,Nó có phải Mặt trận Dân tộc Giải phóng miền Nam năm 1960 không?,"Không. **Việt Minh 1941** và **MTDTGPMN 1960** là hai tổ chức **khác bối cảnh lịch sử** và **khác thời điểm ra đời**: Việt Minh được thành lập năm 1941, còn **Mặt trận Dân tộc Giải phóng miền Nam** ra đời ngày **20/12/1960**. Vì vậy, Việt Minh không phải MTDTGPMN 1960. [1][2]","[1]: So sánh Việt Minh và Đảng Cộng sản Việt Nam :: Chuẩn hóa theo canonical fact VIET_MINH_VS_NLF: Không. Việt Minh ra đời năm 1941, không phải năm 1960; Mặt trận Dân tộc Giải phóng miền Nam (MTDTGPMN) ra đời ngày 20/12/1960, không phải năm 1941. Hai tổ chức khác bối cảnh lịch sử, thời điểm ra đời và phạm vi nhiệm vụ.. [TITLE] So sánh Việt Minh và Đảng Cộng sản Việt Nam [SUMMARY] Đảng Cộng sản Việt... | [2]: Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời ngày 20/12/1960 :: Ngày 20/12/1960, Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời, tập hợp lực lượng đấu tranh ở miền Nam.",So sánh Việt Minh và Đảng Cộng sản Việt Nam | Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời ngày 20/12/1960 | Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944 | So sánh Đảng Cộng sản Việt Nam và Việt Minh | Đồng Khởi là chuyển biến quan trọng ở miền Nam,5.61,1.71,1.2,0.64,1.05,1.0,,False,9.0,tập hợp lực lượng | lãnh đạo quần chúng | Cách mạng Tháng Tám | Hội nghị Trung ương 8,,
412,G5K_0412,memory_multiturn,G5K_MEM_NAM_BO_11,1,200,Nam Bộ kháng chiến khác Toàn quốc kháng chiến ra sao?,"Nam Bộ kháng chiến bắt đầu ngày 23/9/1945 ở Sài Gòn - Nam Bộ khi Pháp trở lại xâm lược, còn Toàn quốc kháng chiến bùng nổ ngày 19/12/1946 trên phạm vi cả nước; vì vậy, **khác nhau** chủ yếu ở thời điểm và phạm vi: một bên là cuộc kháng chiến ở Nam Bộ trước, một bên là cuộc kháng chiến toàn quốc sau đó. [1]","[1]: Mốc ngày 19/12/1946 trong lịch sử Việt Nam 1945-1954 :: Chuẩn hóa theo canonical fact NAM_BO_VS_TOAN_QUOC_KHANG_CHIEN: Nam Bộ kháng chiến bắt đầu ngày 23/9/1945 ở Sài Gòn - Nam Bộ khi Pháp trở lại xâm lược; Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống Pháp. Hai mốc khác nhau về phạm vi và thời điểm.. [TITLE] Mốc ngày 19/12/1946 trong lịch sử Việt Nam 1945-1954 [...","Mốc ngày 19/12/1946 trong lịch sử Việt Nam 1945-1954 | Đấu tranh ngoại giao với Pháp trước 19/12/1946 | Toàn quốc kháng chiến bùng nổ | Hình thành đường lối kháng chiến toàn dân, toàn diện, lâu dài, tự lực cánh sinh | Công bố/lan truyền Lời kêu gọi Toàn quốc kháng chiến",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
413,G5K_0413,memory_multiturn,G5K_MEM_NAM_BO_11,2,200,Mốc sớm hơn là ngày nào?,"Mốc sớm hơn là ngày 19/5/1959, khi Đoàn 559 được thành lập. [3]","[3]: Năm 1959: Đoàn 559 và đường Trường Sơn :: Ngày 19/5/1959, Đoàn 559 được thành lập.","Nguồn Stage20G2: Đồng Khởi và chuyển biến cách mạng miền Nam | Huế được giải phóng ngày 26/3/1975 | Năm 1959: Đoàn 559 và đường Trường Sơn | Năm 1945: Nhật đảo chính Pháp, Tổng khởi nghĩa và Tuyên ngôn Độc lập | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam",7.8,2.8,2.0,1.0,1.0,1.0,,False,10.0,khác nhau,,
414,G5K_0414,memory_multiturn,G5K_MEM_NAM_BO_11,3,200,Mốc sau mở đầu kháng chiến trên phạm vi nào?,Mốc ngày 23/9/1945 mở đầu kháng chiến trên phạm vi **Nam Bộ**; đây là thời điểm nhân dân Nam Bộ bước vào kháng chiến chống thực dân Pháp quay lại xâm lược [1].,"[1]: Mốc ngày 23/9/1945 trong lịch sử Việt Nam 1945-1954 :: Ngày 23/9/1945, nhân dân Nam Bộ bước vào kháng chiến chống thực dân Pháp quay lại xâm lược. Sự kiện này gắn với 23/9/1945, Nam Bộ và kháng chiến. Nam Bộ kháng chiến bắt đầu ngày 23/9/1945",Mốc ngày 23/9/1945 trong lịch sử Việt Nam 1945-1954 | Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời ngày 20/12/1960 | Năm 1959: Đoàn 559 và đường Trường Sơn | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Năm 1968: Tổng tiến công và nổi dậy Tết Mậu Thân,7.87,2.8,2.0,1.0,1.07,1.0,,False,10.0,khác nhau,,
415,G5K_0415,memory_multiturn,G5K_MEM_TAY_NGUYEN_12,1,200,Chiến dịch Tây Nguyên và Chiến dịch Hồ Chí Minh khác nhau ở đâu?,"Chiến dịch Tây Nguyên mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975, nổi bật với Buôn Ma Thuột; còn Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng ở Sài Gòn, mang tính quyết định và kết thúc bằng thắng lợi ngày 30/4/1975. Vì vậy, khác nhau chủ yếu ở vị trí trong chuỗi tiến công: Tây Nguyên là mở đầu, còn Chiến dịch Hồ Chí Minh là đòn kết thúc. [1][2] Chiến dịch Tây Nguyên 1975 mở đột phá chiến lược từ Buôn Ma Thuột ngày 10/3/1975, tạo đà tới Huế - Đà Nẵng [1]","[1]: Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 :: Chuẩn hóa theo canonical fact TAY_NGUYEN_VS_HCM_CAMPAIGN: Chiến dịch Tây Nguyên 1975 mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975, nổi bật với Buôn Ma Thuột; Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng ở Sài Gòn, kết thúc bằng thắng lợi ngày 30/4/1975. Hai chiến dịch khác nhau về vị trí trong chuỗi tiến công.. [TITLE] Ý nghĩa Chiến... | [2]: Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng :: Ngày 30/4/1975, quân giải phóng chiếm Dinh Độc Lập và buộc Tổng thống Dương Văn Minh tuyên bố đầu hàng không điều kiện. Mốc này báo hiệu toàn thắng của Chiến dịch Hồ Chí Minh và gắn với kết thúc thắng lợi cuộc kháng chiến chống Mỹ, cứu nước.",Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 | Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng | Nguồn chứng minh 30/4/1975 là mốc kết thúc chiến tranh và thống nhất đất nước | So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 | Trận Buôn Ma Thuột mở màn then chốt,9.75,4.0,2.0,1.5,1.25,1.0,,False,10.0,,,
416,G5K_0416,memory_multiturn,G5K_MEM_TAY_NGUYEN_12,2,200,Chiến dịch nào mở đầu đột phá chiến lược?,"Chiến dịch mở đầu đột phá chiến lược là **chiến dịch Tây Nguyên**, cụ thể mở màn bằng **trận Buôn Ma Thuột ngày 10/3/1975**. [1]","[1]: Nguồn Stage20G2: Buôn Ma Thuột ngày 10/3/1975 :: Ngày 10/3/1975, trận Buôn Ma Thuột mở màn chiến dịch Tây Nguyên, tạo đột phá cho Tổng tiến công mùa Xuân 1975.","Nguồn Stage20G2: Buôn Ma Thuột ngày 10/3/1975 | Năm 1939, Chiến tranh thế giới thứ hai và chuyển hướng chiến lược | Năm 1939: Chiến tranh thế giới thứ hai và Hội nghị Trung ương 6 | Hội nghị Trung ương 8 năm 1941 và Việt Minh | Chiến thắng Bình Giã 1964",8.05,2.8,2.0,1.0,1.25,1.0,,False,10.0,Tây Nguyên mở đầu,,
417,G5K_0417,memory_multiturn,G5K_MEM_TAY_NGUYEN_12,3,200,Chiến dịch cuối cùng kết thúc bằng mốc nào?,"Chuỗi Tổng tiến công mùa Xuân 1975 gồm **Tây Nguyên** mở đầu bằng thắng lợi **Buôn Ma Thuột** ngày **10/3/1975**, tiếp đến **Huế - Đà Nẵng**, và cuối cùng là **Chiến dịch Hồ Chí Minh**; chuỗi này kết thúc bằng mốc **30/4/1975**, đánh dấu **toàn thắng, giải phóng miền Nam và thống nhất đất nước**. [1][2]","[1]: Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam :: Chuẩn hóa theo canonical fact SPRING_1975_CAMPAIGN_CHAIN: Chuỗi chiến dịch chính trong Tổng tiến công mùa Xuân 1975 gồm Tây Nguyên mở đầu bằng thắng lợi Buôn Ma Thuột ngày 10/3/1975, tiếp đến Huế - Đà Nẵng, rồi Chiến dịch Hồ Chí Minh kết thúc bằng mốc 30/4/1975.. [TITLE] Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam [SUMMARY] Tháng 3/197... | [2]: Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 :: Chiến dịch Hồ Chí Minh là đòn quyết định trong cuộc tấn công quân sự cuối cùng của mùa Xuân 1975. Ngày 30/4/1975, Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng. Nguồn chứng nhận gắn thắng lợi này với giải phóng miền Nam, thống nhất đất nước và kết thúc cuộc kháng chiến chống Mỹ, cứu nước.",Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 | Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng | Nguồn chứng minh 30/4/1975 là mốc kết thúc chiến tranh và thống nhất đất nước | So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
418,G5K_0418,memory_multiturn,G5K_MEM_HUE_13,1,200,Huế được giải phóng vào mốc nào năm 1975?,"Huế được giải phóng ngày 26/3/1975, trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975; đây là một mốc quan trọng trên con đường giải phóng miền Nam, kết thúc chiến tranh và mở đường cho thống nhất đất nước. [2][1]","[1]: Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 :: Chuẩn hóa theo canonical fact APRIL_30_1975_MEANING: Ngày 30/4/1975 gắn với giải phóng miền Nam, chính quyền Sài Gòn đầu hàng, kết thúc chiến tranh và mở đường cho thống nhất đất nước.. [TITLE] Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 [SUMMARY] Chiến dịch Hồ Chí Minh là đòn quyết định trong cuộc tấn công quân sự cuối cùng của mùa X... | [2]: Huế được giải phóng ngày 26/3/1975 :: Ngày 26/3/1975, Huế được giải phóng trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975.",Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 | Huế được giải phóng ngày 26/3/1975 | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột | Chiến thắng Phước Long cuối 1974 - đầu 1975,4.0,4.0,0.5,1.5,1.5,1.0,forbidden/wrong entity hit,True,10.0,,Đà Nẵng 29/3/1975,
419,G5K_0419,memory_multiturn,G5K_MEM_HUE_13,2,200,Mốc đó nằm trong diễn biến chung nào?,"Ngày 30/4/1975 có ý nghĩa là ngày **giải phóng miền Nam**, khi chính quyền Sài Gòn đầu hàng, qua đó **kết thúc chiến tranh** và mở đường cho **thống nhất đất nước**. Mốc này nằm trong diễn biến của **Chiến dịch Hồ Chí Minh** và **Đại thắng mùa Xuân 1975**. [1][2]","[1]: Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 :: Chuẩn hóa theo canonical fact APRIL_30_1975_MEANING: Ngày 30/4/1975 gắn với giải phóng miền Nam, chính quyền Sài Gòn đầu hàng, kết thúc chiến tranh và mở đường cho thống nhất đất nước.. [TITLE] Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 [SUMMARY] Chiến dịch Hồ Chí Minh là đòn quyết định trong cuộc tấn công quân sự cuối cùng của mùa X... | [2]: Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng :: Ngày 30/4/1975, quân giải phóng chiếm Dinh Độc Lập và buộc Tổng thống Dương Văn Minh tuyên bố đầu hàng không điều kiện. Mốc này báo hiệu toàn thắng của Chiến dịch Hồ Chí Minh và gắn với kết thúc thắng lợi cuộc kháng chiến chống Mỹ, cứu nước.",Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 | Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng | Nguồn chứng minh 30/4/1975 là mốc kết thúc chiến tranh và thống nhất đất nước | So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 | Chiến dịch Hồ Chí Minh,4.0,2.8,0.5,1.0,1.0,1.0,forbidden/wrong entity hit,True,10.0,Huế,Đà Nẵng 29/3/1975,
