ordinal,case_id,category,conversation_id,turn_index,question,gold_fact_id,gold_topic,expected_answer_slots,forbidden_slots,gold_evidence_hints,canonical_answer,critical,notes
367,G5K_0367,natural_paraphrase,,1,ho chi minh doc tuyen ngon doc lap khi nao?,HO_CHI_MINH_READ_DECLARATION_1945,Hồ Chí Minh đọc Tuyên ngôn Độc lập 2/9/1945,"[""Hồ Chí Minh"", ""2/9/1945"", ""Tuyên ngôn Độc lập"", ""Quảng trường Ba Đình""]","[""Bảo Đại thoái vị""]","[""Năm 1945: Nhật đảo chính Pháp, Tổng khởi nghĩa và Tuyên ngôn Độc lập"", ""Tuyên ngôn Độc lập""]","Ngày 2/9/1945, Hồ Chí Minh đọc Tuyên ngôn Độc lập tại Quảng trường Ba Đình, Hà Nội, khai sinh nước Việt Nam Dân chủ Cộng hòa.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
368,G5K_0368,natural_paraphrase,,1,Tóm tắt gọn Đường Trường Sơn theo cách dễ nhớ.,TRUONG_SON_SUPPORT,Đường Trường Sơn,"[""tuyến vận tải chiến lược"", ""chi viện miền Nam"", ""người và vật chất"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam"", ""Không""]","[""Đường Trường Sơn không phải hiệp định ngoại giao""]","[""duong truong son"", ""Đường Trường Sơn"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam""]","Không. Đường Trường Sơn không phải là một hiệp định ngoại giao; đây là tuyến vận tải chiến lược đưa người và vật chất chi viện cho miền Nam, nối hậu phương miền Bắc với tiền tuyến miền Nam trong kháng chiến chống Mỹ.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
369,G5K_0369,natural_paraphrase,,1,Tóm tắt gọn Mở màn Chiến dịch Điện Biên Phủ 1954 theo cách dễ nhớ.,DBP_1954_START_DATE,Mở màn Chiến dịch Điện Biên Phủ 1954,"[""13/3/1954"", ""Chiến dịch Điện Biên Phủ"", ""Him Lam""]","[""7/5/1954 là ngày kết thúc thắng lợi""]","[""13/3/1954"", ""Him Lam"", ""Điện Biên Phủ""]","Ngày 13/3/1954 gắn với mốc mở màn Chiến dịch Điện Biên Phủ, bắt đầu bằng trận Him Lam.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
370,G5K_0370,natural_paraphrase,,1,hien phap dau tien cua viet nam dan chu cong hoa nam nao?,HIEN_PHAP_1946_FIRST_CONSTITUTION,Hiến pháp 1946,"[""1946"", ""Hiến pháp đầu tiên"", ""Việt Nam Dân chủ Cộng hòa""]","[""Toàn quốc kháng chiến 19/12/1946""]","[""Hiến pháp 1946"", ""9/11/1946"", ""Việt Nam Dân chủ Cộng hòa""]",Năm 1946 gắn với Hiến pháp đầu tiên của nước Việt Nam Dân chủ Cộng hòa; Quốc hội thông qua Hiến pháp ngày 9/11/1946.,False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
371,G5K_0371,natural_paraphrase,,1,"Với câu hỏi 'trong lich su viet nam 1930 1975 19/8/1945 gan voi su kien nao', câu trả lời đúng trọng tâm là gì?",HANOI_AUG19_1945_DATE,Hà Nội giành chính quyền ngày 19/8/1945,"[""19/8/1945"", ""Hà Nội"", ""Cách mạng Tháng Tám""]","[""Tuyên ngôn Độc lập 2/9/1945""]","[""19/8/1945"", ""Hà Nội giành chính quyền""]",Ngày 19/8/1945 gắn với sự kiện quần chúng Hà Nội giành chính quyền trong Cách mạng Tháng Tám.,False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
372,G5K_0372,natural_paraphrase,,1,Tóm tắt gọn Sửa nhầm ngày Hồ Chí Minh đọc Tuyên ngôn Độc lập theo cách dễ nhớ.,HO_CHI_MINH_DECLARATION_DATE_CORRECTION,Sửa nhầm ngày Hồ Chí Minh đọc Tuyên ngôn Độc lập,"[""Không"", ""2/9/1945"", ""Ba Đình""]","[""gán Tuyên ngôn Độc lập cho ngày 30/4/1975""]","[""2/9/1945"", ""Hồ Chí Minh"", ""Quảng trường Ba Đình"", ""30/4/1975""]","Không đúng nếu nói Hồ Chí Minh đọc Tuyên ngôn Độc lập ngày 30/4/1975. Mốc đúng là ngày 2/9/1945 tại Quảng trường Ba Đình, Hà Nội; 30/4/1975 là mốc giải phóng miền Nam, kết thúc chiến tranh.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
373,G5K_0373,natural_paraphrase,,1,"Tôi đang ôn lịch sử Việt Nam, So sánh Xô viết Nghệ Tĩnh và Cách mạng Tháng Tám nên hiểu đơn giản ra sao?",XO_VIET_NGHE_TINH_VS_CMT8,So sánh Xô viết Nghệ Tĩnh và Cách mạng Tháng Tám,"[""1930-1931"", ""Cách mạng Tháng Tám 1945"", ""giành chính quyền"", ""khác thời điểm""]",[],"[""Xô viết Nghệ Tĩnh trong cao trào 1930-1931""]","Xô viết Nghệ Tĩnh thuộc cao trào 1930-1931, diễn ra mạnh ở Nghệ An - Hà Tĩnh với hình thức đấu tranh quần chúng chống chính quyền thực dân phong kiến; Cách mạng Tháng Tám 1945 là tổng khởi nghĩa giành chính quyền trên cả nước, dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa. Hai sự kiện khác thời điểm, phạm vi và kết quả chính trị.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
374,G5K_0374,natural_paraphrase,,1,sap xep ngan tuyen su kien dien bien phu 1954 den hiep dinh geneve?,DBP_1954_TO_GENEVE_TIMELINE,Từ Điện Biên Phủ 1954 đến Hiệp định Genève,"[""7/5/1954"", ""Điện Biên Phủ"", ""Genève"", ""tháng 7/1954""]","[""trả sang Genève đến Đồng Khởi""]","[""Điện Biên Phủ"", ""7/5/1954"", ""Genève"", ""1954""]","Tuyến Điện Biên Phủ đến Genève cần nhớ: Chiến thắng Điện Biên Phủ kết thúc ngày 7/5/1954, tạo tác động trực tiếp tới đàm phán, rồi Hiệp định Genève về Đông Dương được ký trong tháng 7/1954.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
375,G5K_0375,natural_paraphrase,,1,"Với câu hỏi 'phan biet giup toi hien phap 1946 voi tuyen ngon doc lap', câu trả lời đúng trọng tâm là gì?",HIEN_PHAP_1946_VS_TUYEN_NGON,Hiến pháp 1946 và Tuyên ngôn Độc lập,"[""Tuyên ngôn Độc lập"", ""2/9/1945"", ""Hiến pháp 1946""]","[""coi Hiến pháp 1946 là Tuyên ngôn Độc lập""]","[""Hiến pháp 1946"", ""Tuyên ngôn Độc lập"", ""2/9/1945""]","Tuyên ngôn Độc lập ngày 2/9/1945 là văn kiện tuyên bố độc lập, khai sinh nước Việt Nam Dân chủ Cộng hòa; Hiến pháp 1946 là bản hiến pháp đầu tiên, được Quốc hội thông qua để đặt nền tảng thể chế cho nhà nước mới.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
376,G5K_0376,natural_paraphrase,,1,"Tôi đang ôn lịch sử Việt Nam, Tổng tuyển cử 1956 theo Genève nên hiểu đơn giản ra sao?",GENEVE_1956_ELECTION_NOT_HELD,Tổng tuyển cử 1956 theo Genève,"[""1956"", ""không được thực hiện"", ""chia cắt""]","[""Tổng tuyển cử năm 1976""]","[""Tổng tuyển cử thống nhất dự kiến năm 1956 sau Hiệp định Genève""]","Theo tinh thần sau Hiệp định Genève 1954, tổng tuyển cử thống nhất đất nước dự kiến vào năm 1956 nhưng không được thực hiện; vì vậy tình trạng chia cắt tạm thời bị kéo dài.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
377,G5K_0377,natural_paraphrase,,1,so sanh nam bo khang chien voi toan quoc khang chien?,NAM_BO_VS_TOAN_QUOC_KHANG_CHIEN,Nam Bộ kháng chiến và Toàn quốc kháng chiến,"[""23/9/1945"", ""19/12/1946"", ""khác nhau""]","[""gộp Nam Bộ 1945 với Toàn quốc 1946""]","[""23/9/1945"", ""19/12/1946"", ""Nam Bộ kháng chiến"", ""Toàn quốc kháng chiến""]","Nam Bộ kháng chiến bắt đầu ngày 23/9/1945 ở Sài Gòn - Nam Bộ khi Pháp trở lại xâm lược; Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống Pháp. Hai mốc khác nhau về phạm vi và thời điểm.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
378,G5K_0378,natural_paraphrase,,1,"Nói tự nhiên giúp tôi về Huế được giải phóng ngày 26/3/1975, chỉ dựa vào tư liệu nội bộ.",HUE_1975_LIBERATION_DATE,Huế được giải phóng ngày 26/3/1975,"[""26/3/1975"", ""Huế"", ""giải phóng""]","[""Đà Nẵng 29/3/1975"", ""thiếu mốc 26/3/1975 khi sửa nhầm Huế sau 30/4""]","[""26/3/1975"", ""Huế được giải phóng""]",Ngày 26/3/1975 gắn với mốc Huế được giải phóng trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975.,False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
379,G5K_0379,natural_paraphrase,,1,"Với câu hỏi 'viet minh khac mat tran dan toc giai phong mien nam the nao', câu trả lời đúng trọng tâm là gì?",VIET_MINH_VS_NLF,Việt Minh và Mặt trận Dân tộc Giải phóng miền Nam,"[""Việt Minh 1941"", ""20/12/1960"", ""khác bối cảnh"", ""Không"", ""MTDTGPMN 1960""]","[""gộp Việt Minh với MTDTGPMN"", ""MTDTGPMN không ra đời năm 1941""]","[""viet minh""]","Không. Việt Minh ra đời năm 1941, không phải năm 1960; Mặt trận Dân tộc Giải phóng miền Nam (MTDTGPMN) ra đời ngày 20/12/1960, không phải năm 1941. Hai tổ chức khác bối cảnh lịch sử, thời điểm ra đời và phạm vi nhiệm vụ.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
380,G5K_0380,natural_paraphrase,,1,"Tôi đang ôn lịch sử Việt Nam, Toàn quốc kháng chiến 1946 nên hiểu đơn giản ra sao?",TOAN_QUOC_KHANG_CHIEN_1946_START_DATE,Toàn quốc kháng chiến 1946,"[""19/12/1946"", ""Toàn quốc kháng chiến"", ""chống thực dân Pháp""]","[""Nam Bộ kháng chiến 23/9/1945""]","[""19/12/1946"", ""Toàn quốc kháng chiến""]","Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống thực dân Pháp.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
381,G5K_0381,memory_multiturn,G5K_MEM_TUYEN_NGON_01,1,Tuyên ngôn Độc lập năm 1945 là sự kiện gì?,TUYEN_NGON_DOC_LAP_1945,Tuyên ngôn Độc lập 1945,"[""2/9/1945"", ""Hồ Chí Minh"", ""Quảng trường Ba Đình"", ""Việt Nam Dân chủ Cộng hòa""]","[""30/4/1975""]","[""tuyen ngon doc lap""]","Ngày 2/9/1945, Hồ Chí Minh đọc Tuyên ngôn Độc lập tại Quảng trường Ba Đình, Hà Nội, khai sinh nước Việt Nam Dân chủ Cộng hòa.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
382,G5K_0382,memory_multiturn,G5K_MEM_TUYEN_NGON_01,2,Nó được đọc ở đâu?,TUYEN_NGON_DOC_LAP_1945,Tuyên ngôn Độc lập 1945,"[""2/9/1945"", ""Hồ Chí Minh"", ""Quảng trường Ba Đình"", ""Việt Nam Dân chủ Cộng hòa""]","[""30/4/1975""]","[""tuyen ngon doc lap""]","Ngày 2/9/1945, Hồ Chí Minh đọc Tuyên ngôn Độc lập tại Quảng trường Ba Đình, Hà Nội, khai sinh nước Việt Nam Dân chủ Cộng hòa.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
383,G5K_0383,memory_multiturn,G5K_MEM_TUYEN_NGON_01,3,Văn kiện đó khai sinh nhà nước nào?,TUYEN_NGON_DOC_LAP_1945,Tuyên ngôn Độc lập 1945,"[""2/9/1945"", ""Hồ Chí Minh"", ""Quảng trường Ba Đình"", ""Việt Nam Dân chủ Cộng hòa""]","[""30/4/1975""]","[""tuyen ngon doc lap""]","Ngày 2/9/1945, Hồ Chí Minh đọc Tuyên ngôn Độc lập tại Quảng trường Ba Đình, Hà Nội, khai sinh nước Việt Nam Dân chủ Cộng hòa.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
384,G5K_0384,memory_multiturn,G5K_MEM_DUONG_TRUONG_SON_02,1,Đường Trường Sơn là gì trong kháng chiến chống Mỹ?,TRUONG_SON_SUPPORT,Đường Trường Sơn,"[""tuyến vận tải chiến lược"", ""chi viện miền Nam"", ""người và vật chất"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam"", ""Không""]","[""Đường Trường Sơn không phải hiệp định ngoại giao""]","[""duong truong son"", ""Đường Trường Sơn"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam""]","Không. Đường Trường Sơn không phải là một hiệp định ngoại giao; đây là tuyến vận tải chiến lược đưa người và vật chất chi viện cho miền Nam, nối hậu phương miền Bắc với tiền tuyến miền Nam trong kháng chiến chống Mỹ.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
385,G5K_0385,memory_multiturn,G5K_MEM_DUONG_TRUONG_SON_02,2,Nó phục vụ việc chi viện cho đâu?,TRUONG_SON_SUPPORT,Đường Trường Sơn,"[""tuyến vận tải chiến lược"", ""chi viện miền Nam"", ""người và vật chất"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam"", ""Không""]","[""Đường Trường Sơn không phải hiệp định ngoại giao""]","[""duong truong son"", ""Đường Trường Sơn"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam""]","Không. Đường Trường Sơn không phải là một hiệp định ngoại giao; đây là tuyến vận tải chiến lược đưa người và vật chất chi viện cho miền Nam, nối hậu phương miền Bắc với tiền tuyến miền Nam trong kháng chiến chống Mỹ.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
386,G5K_0386,memory_multiturn,G5K_MEM_DUONG_TRUONG_SON_02,3,Có đúng nó là một hiệp định ngoại giao không?,TRUONG_SON_SUPPORT,Đường Trường Sơn,"[""tuyến vận tải chiến lược"", ""chi viện miền Nam"", ""người và vật chất"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam"", ""Không""]","[""Đường Trường Sơn không phải hiệp định ngoại giao""]","[""duong truong son"", ""Đường Trường Sơn"", ""hậu phương miền Bắc"", ""tiền tuyến miền Nam""]","Không. Đường Trường Sơn không phải là một hiệp định ngoại giao; đây là tuyến vận tải chiến lược đưa người và vật chất chi viện cho miền Nam, nối hậu phương miền Bắc với tiền tuyến miền Nam trong kháng chiến chống Mỹ.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
387,G5K_0387,memory_multiturn,G5K_MEM_DAI_HOI_II_03,1,Đại hội II của Đảng năm 1951 cần nhớ điểm gì?,PARTY_FOUNDING_1930_VS_CONGRESS_II_1951,Hội nghị thành lập Đảng 1930 và Đại hội II 1951,"[""1930"", ""1951"", ""Đảng Lao động Việt Nam""]","[""coi Đại hội II là hội nghị thành lập Đảng""]","[""Hội nghị hợp nhất thành lập Đảng"", ""Đại hội II năm 1951"", ""Đảng Lao động Việt Nam""]","Hội nghị thành lập Đảng đầu năm 1930 gắn với việc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam; Đại hội II năm 1951 diễn ra trong kháng chiến chống Pháp, quyết định đưa Đảng ra hoạt động công khai với tên Đảng Lao động Việt Nam. Hai mốc khác nhau về thời điểm và chức năng.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
388,G5K_0388,memory_multiturn,G5K_MEM_DAI_HOI_II_03,2,Bối cảnh kháng chiến của đại hội đó là gì?,PARTY_FOUNDING_1930_VS_CONGRESS_II_1951,Hội nghị thành lập Đảng 1930 và Đại hội II 1951,"[""1930"", ""1951"", ""Đảng Lao động Việt Nam""]","[""coi Đại hội II là hội nghị thành lập Đảng""]","[""Hội nghị hợp nhất thành lập Đảng"", ""Đại hội II năm 1951"", ""Đảng Lao động Việt Nam""]","Hội nghị thành lập Đảng đầu năm 1930 gắn với việc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam; Đại hội II năm 1951 diễn ra trong kháng chiến chống Pháp, quyết định đưa Đảng ra hoạt động công khai với tên Đảng Lao động Việt Nam. Hai mốc khác nhau về thời điểm và chức năng.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
389,G5K_0389,memory_multiturn,G5K_MEM_DAI_HOI_II_03,3,Nó khác hội nghị thành lập Đảng năm 1930 ở đâu?,PARTY_FOUNDING_1930_VS_CONGRESS_II_1951,Hội nghị thành lập Đảng 1930 và Đại hội II 1951,"[""1930"", ""1951"", ""Đảng Lao động Việt Nam""]","[""coi Đại hội II là hội nghị thành lập Đảng""]","[""Hội nghị hợp nhất thành lập Đảng"", ""Đại hội II năm 1951"", ""Đảng Lao động Việt Nam""]","Hội nghị thành lập Đảng đầu năm 1930 gắn với việc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam; Đại hội II năm 1951 diễn ra trong kháng chiến chống Pháp, quyết định đưa Đảng ra hoạt động công khai với tên Đảng Lao động Việt Nam. Hai mốc khác nhau về thời điểm và chức năng.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
390,G5K_0390,memory_multiturn,G5K_MEM_GENEVE_04,1,Hiệp định Genève 1954 quy định gì về vĩ tuyến 17?,GENEVE_1954_17TH_PARALLEL,Hiệp định Genève 1954,"[""vĩ tuyến 17"", ""giới tuyến quân sự tạm thời"", ""không phải biên giới vĩnh viễn"", ""kết thúc chiến tranh"", ""tổng tuyển cử""]","[""biên giới quốc gia vĩnh viễn""]","[""vi tuyen 17"", ""tam thoi""]","Hiệp định Genève 1954 là mốc quan trọng vì góp phần kết thúc chiến tranh ở Đông Dương, quy định vĩ tuyến 17 là giới tuyến quân sự tạm thời, không phải biên giới vĩnh viễn, và gắn với dự kiến tổng tuyển cử thống nhất đất nước.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
391,G5K_0391,memory_multiturn,G5K_MEM_GENEVE_04,2,Giới tuyến đó có phải biên giới vĩnh viễn không?,GENEVE_1954_17TH_PARALLEL,Hiệp định Genève 1954,"[""vĩ tuyến 17"", ""giới tuyến quân sự tạm thời"", ""không phải biên giới vĩnh viễn"", ""kết thúc chiến tranh"", ""tổng tuyển cử""]","[""biên giới quốc gia vĩnh viễn""]","[""vi tuyen 17"", ""tam thoi""]","Hiệp định Genève 1954 là mốc quan trọng vì góp phần kết thúc chiến tranh ở Đông Dương, quy định vĩ tuyến 17 là giới tuyến quân sự tạm thời, không phải biên giới vĩnh viễn, và gắn với dự kiến tổng tuyển cử thống nhất đất nước.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
392,G5K_0392,memory_multiturn,G5K_MEM_GENEVE_04,3,Sau hiệp định đó dự kiến tổng tuyển cử vào năm nào?,GENEVE_1954_17TH_PARALLEL,Hiệp định Genève 1954,"[""vĩ tuyến 17"", ""giới tuyến quân sự tạm thời"", ""không phải biên giới vĩnh viễn"", ""kết thúc chiến tranh"", ""tổng tuyển cử""]","[""biên giới quốc gia vĩnh viễn""]","[""vi tuyen 17"", ""tam thoi""]","Hiệp định Genève 1954 là mốc quan trọng vì góp phần kết thúc chiến tranh ở Đông Dương, quy định vĩ tuyến 17 là giới tuyến quân sự tạm thời, không phải biên giới vĩnh viễn, và gắn với dự kiến tổng tuyển cử thống nhất đất nước.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
393,G5K_0393,memory_multiturn,G5K_MEM_DBP_05,1,Chiến dịch Điện Biên Phủ năm 1954 có các mốc chính nào?,DBP_1954_MILESTONES,Chiến dịch Điện Biên Phủ 1954,"[""13/3/1954"", ""Him Lam"", ""56 ngày đêm"", ""7/5/1954""]","[""Điện Biên Phủ trên không 1972""]","[""13/3/1954"", ""dien bien phu""]","Các mốc ổn định của Chiến dịch Điện Biên Phủ: mở màn ngày 13/3/1954 với trận Him Lam, diễn ra 56 ngày đêm, và kết thúc thắng lợi ngày 7/5/1954.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
394,G5K_0394,memory_multiturn,G5K_MEM_DBP_05,2,Chiến dịch đó kết thúc ngày nào?,DBP_1954_MILESTONES,Chiến dịch Điện Biên Phủ 1954,"[""13/3/1954"", ""Him Lam"", ""56 ngày đêm"", ""7/5/1954""]","[""Điện Biên Phủ trên không 1972""]","[""13/3/1954"", ""dien bien phu""]","Các mốc ổn định của Chiến dịch Điện Biên Phủ: mở màn ngày 13/3/1954 với trận Him Lam, diễn ra 56 ngày đêm, và kết thúc thắng lợi ngày 7/5/1954.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
395,G5K_0395,memory_multiturn,G5K_MEM_DBP_05,3,"Sau thắng lợi đó, hiệp định nào là mốc ngoại giao quan trọng?",DBP_1954_MILESTONES,Chiến dịch Điện Biên Phủ 1954,"[""13/3/1954"", ""Him Lam"", ""56 ngày đêm"", ""7/5/1954""]","[""Điện Biên Phủ trên không 1972""]","[""13/3/1954"", ""dien bien phu""]","Các mốc ổn định của Chiến dịch Điện Biên Phủ: mở màn ngày 13/3/1954 với trận Him Lam, diễn ra 56 ngày đêm, và kết thúc thắng lợi ngày 7/5/1954.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
396,G5K_0396,memory_multiturn,G5K_MEM_SPRING_1975_06,1,Tổng tiến công mùa Xuân 1975 gồm chuỗi chiến dịch nào?,SPRING_1975_CAMPAIGN_CHAIN,Tổng tiến công mùa Xuân 1975,"[""Tây Nguyên"", ""Huế - Đà Nẵng"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975"", ""Buôn Ma Thuột"", ""10/3/1975""]","[""Chiến dịch Hồ Chí Minh là mở đầu""]","[""tong tien cong"", ""1975"", ""Buôn Ma Thuột"", ""Huế - Đà Nẵng"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","Chuỗi chiến dịch chính trong Tổng tiến công mùa Xuân 1975 gồm Tây Nguyên mở đầu bằng thắng lợi Buôn Ma Thuột ngày 10/3/1975, tiếp đến Huế - Đà Nẵng, rồi Chiến dịch Hồ Chí Minh kết thúc bằng mốc 30/4/1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
397,G5K_0397,memory_multiturn,G5K_MEM_SPRING_1975_06,2,Mở đầu nổi bật của chuỗi đó là mốc nào?,SPRING_1975_CAMPAIGN_CHAIN,Tổng tiến công mùa Xuân 1975,"[""Tây Nguyên"", ""Huế - Đà Nẵng"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975"", ""Buôn Ma Thuột"", ""10/3/1975""]","[""Chiến dịch Hồ Chí Minh là mở đầu""]","[""tong tien cong"", ""1975"", ""Buôn Ma Thuột"", ""Huế - Đà Nẵng"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","Chuỗi chiến dịch chính trong Tổng tiến công mùa Xuân 1975 gồm Tây Nguyên mở đầu bằng thắng lợi Buôn Ma Thuột ngày 10/3/1975, tiếp đến Huế - Đà Nẵng, rồi Chiến dịch Hồ Chí Minh kết thúc bằng mốc 30/4/1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
398,G5K_0398,memory_multiturn,G5K_MEM_SPRING_1975_06,3,Nó kết thúc bằng sự kiện ngày nào?,SPRING_1975_CAMPAIGN_CHAIN,Tổng tiến công mùa Xuân 1975,"[""Tây Nguyên"", ""Huế - Đà Nẵng"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975"", ""Buôn Ma Thuột"", ""10/3/1975""]","[""Chiến dịch Hồ Chí Minh là mở đầu""]","[""tong tien cong"", ""1975"", ""Buôn Ma Thuột"", ""Huế - Đà Nẵng"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","Chuỗi chiến dịch chính trong Tổng tiến công mùa Xuân 1975 gồm Tây Nguyên mở đầu bằng thắng lợi Buôn Ma Thuột ngày 10/3/1975, tiếp đến Huế - Đà Nẵng, rồi Chiến dịch Hồ Chí Minh kết thúc bằng mốc 30/4/1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
399,G5K_0399,memory_multiturn,G5K_MEM_SPRING_1975_06,4,Chiến dịch cuối cùng trong chuỗi đó là gì?,SPRING_1975_CAMPAIGN_CHAIN,Tổng tiến công mùa Xuân 1975,"[""Tây Nguyên"", ""Huế - Đà Nẵng"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975"", ""Buôn Ma Thuột"", ""10/3/1975""]","[""Chiến dịch Hồ Chí Minh là mở đầu""]","[""tong tien cong"", ""1975"", ""Buôn Ma Thuột"", ""Huế - Đà Nẵng"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","Chuỗi chiến dịch chính trong Tổng tiến công mùa Xuân 1975 gồm Tây Nguyên mở đầu bằng thắng lợi Buôn Ma Thuột ngày 10/3/1975, tiếp đến Huế - Đà Nẵng, rồi Chiến dịch Hồ Chí Minh kết thúc bằng mốc 30/4/1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
400,G5K_0400,memory_multiturn,G5K_MEM_PARIS_07,1,Hiệp định Paris 1973 gắn với việc gì của Mỹ?,PARIS_1973_US_WITHDRAWAL,Hiệp định Paris 1973,"[""Paris 1973"", ""Mỹ rút quân"", ""chiến tranh chưa kết thúc ngay"", ""1975""]","[""Genève 1954"", ""chiến tranh kết thúc ngay 1973""]","[""paris"", ""rut quan""]","Không. Sau Hiệp định Paris 1973, Mỹ rút quân khỏi miền Nam Việt Nam theo tiến trình thực hiện hiệp định; tuy vậy chiến tranh chưa kết thúc hoàn toàn ngay mà còn kéo dài đến thắng lợi năm 1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
401,G5K_0401,memory_multiturn,G5K_MEM_PARIS_07,2,Sau mốc đó chiến tranh đã kết thúc ngay chưa?,PARIS_1973_US_WITHDRAWAL,Hiệp định Paris 1973,"[""Paris 1973"", ""Mỹ rút quân"", ""chiến tranh chưa kết thúc ngay"", ""1975""]","[""Genève 1954"", ""chiến tranh kết thúc ngay 1973""]","[""paris"", ""rut quan""]","Không. Sau Hiệp định Paris 1973, Mỹ rút quân khỏi miền Nam Việt Nam theo tiến trình thực hiện hiệp định; tuy vậy chiến tranh chưa kết thúc hoàn toàn ngay mà còn kéo dài đến thắng lợi năm 1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
402,G5K_0402,memory_multiturn,G5K_MEM_PARIS_07,3,Tuyến sau đó đi tới mốc nào năm 1975?,PARIS_1973_US_WITHDRAWAL,Hiệp định Paris 1973,"[""Paris 1973"", ""Mỹ rút quân"", ""chiến tranh chưa kết thúc ngay"", ""1975""]","[""Genève 1954"", ""chiến tranh kết thúc ngay 1973""]","[""paris"", ""rut quan""]","Không. Sau Hiệp định Paris 1973, Mỹ rút quân khỏi miền Nam Việt Nam theo tiến trình thực hiện hiệp định; tuy vậy chiến tranh chưa kết thúc hoàn toàn ngay mà còn kéo dài đến thắng lợi năm 1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
